Duration(ms);Popularity;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Track_Name_Artist_Name;Artists;id
190440;79;0.726;0.554;5;-5.29;0;0.0917;0.0421;0;0.106;0.335;169.999;4;break up with your girlfriend, i'm bored - Ariana Grande;Ariana Grande;4kV4N9D1iKVxx1KLvtTpjS
192536;48;0.669;0.684;7;-4.595;1;0.0585;0.252;0;0.72;0.466;96.097;4;Waste It On Me (feat. BTS) - Steve Aoki,BTS;Steve Aoki,BTS;2r1T6xGTVaNAqBoPH4lZEE
171096;0;0.669;0.561;11;-4.923;0;0.209;0.157;0;0.0739;0.604;180.044;4;Why - Sabrina Carpenter;Sabrina Carpenter;2jYmK1cb3Uya6FFsocdpzO
220093;0;0.74;0.878;9;-3.263;0;0.122;0.00064;0.0003;0.274;0.516;114.952;4;Wings - Little Mix;Little Mix;2I3LedEFiVaE99yQn1j4mo
235493;74;0.789;0.716;11;-4.241;0;0.0432;0.129;0.0000107;0.069;0.611;125.906;4;Only Girl (In The World) - Rihanna;Rihanna;0AH6WMe3OlAlUb5miXt2FQ
202613;82;0.751;0.783;4;-3.724;1;0.0859;0.00379;0;0.036;0.816;119.975;4;Dynamite - Taio Cruz;Taio Cruz;2CEgGE6aESpnmtfiZwYlbV
235493;83;0.748;0.788;1;-7.055;1;0.0334;0.0591;0;0.0863;0.884;120.076;4;Sugar - Maroon 5;Maroon 5;2iuZJX9X9P0GKaE93xcPjk
215672;79;0.645;0.585;6;-6.122;1;0.0513;0.00314;0;0.165;0.353;131.931;4;Dark Horse - Katy Perry,Juicy J;Katy Perry,Juicy J;5jrdCoLpJSvHHorevXBATy
237200;82;0.851;0.806;4;-4.62;1;0.0787;0.118;0.00000164;0.121;0.787;118.999;4;Poker Face - Lady Gaga;Lady Gaga;1QV6tiMFM6fSOKOGLMHYYg
187920;76;0.807;0.887;9;-3.726;1;0.0503;0.0573;0.00000287;0.124;0.961;134.052;4;All About That Bass - Meghan Trainor;Meghan Trainor;5jE48hhRu8E6zBDPRSkEq7
211853;55;0.766;0.709;9;-6.471;0;0.123;0.204;0.0000141;0.126;0.506;128.07;4;Look What You Made Me Do - Taylor Swift;Taylor Swift;1JbR9RDP3ogVNEWFgNXAjh
210853;66;0.682;0.795;8;-6.17;0;0.0367;0.0297;0.0391;0.131;0.78;120.008;4;Lights - Single Version - Ellie Goulding;Ellie Goulding;5aTsxlQlq0vIedDWZoqMWN
199693;83;0.755;0.837;2;-2.718;0;0.142;0.0991;0;0.289;0.714;120.028;4;TiK ToK - Kesha;Kesha;0HPD5WQqrq7wPWR7P7Dw1i
215612;0;0.705;0.758;9;-5.482;0;0.0506;0.142;0;0.109;0.569;107.965;4;Can't Feel My Face - The Weeknd;The Weeknd;6FXNfYIY6iEeCKuIeSYWgg
202640;70;0.72;0.751;11;-4.484;0;0.0462;0.0113;0;0.353;0.599;128.017;4;Moves Like Jagger - Maroon 5,Christina Aguilera;Maroon 5,Christina Aguilera;1r299qCKBLgUS9XJ9m1kEx
206866;73;0.694;0.81;11;-3.556;0;0.0661;0.122;0;0.141;0.824;137.968;4;Can't Remember to Forget You (feat. Rihanna) - Shakira,Rihanna;Shakira,Rihanna;7o1Pm9jpH0wFpN5g793Lnq
206693;85;0.853;0.56;1;-4.961;1;0.0406;0.013;0;0.0944;0.86;134.066;4;That's What I Like - Bruno Mars;Bruno Mars;0KKkJNfGyhkQ5aFogxQAPU
257266;85;0.664;0.705;1;-4.972;0;0.0382;0.0654;0;0.118;0.477;122.016;4;Counting Stars - OneRepublic;OneRepublic;2tpWsVSb9UEmDRxAl1zhX1
199386;80;0.706;0.786;0;-3.417;0;0.091;0.26;0;0.38;0.751;150.028;4;Bang Bang - Jessie J,Ariana Grande,Nicki Minaj;Jessie J,Ariana Grande,Nicki Minaj;0puf9yIluy9W0vpMEUoAnN
214240;82;0.728;0.859;5;-5.237;0;0.137;0.0401;0;0.111;0.535;65.043;4;Baby - Justin Bieber,Ludacris;Justin Bieber,Ludacris;6epn3r7S14KUqlReYr77hA
265427;85;0.565;0.654;1;-6.826;0;0.0335;0.0542;0.0000018;0.122;0.235;111.968;4;Summertime Sadness - Lana Del Rey;Lana Del Rey;3BJe4B8zGnqEdQPMvfVjuS
260240;68;0.964;0.605;9;-6.223;1;0.179;0.0668;0.00000778;0.214;0.646;129.994;4;Anaconda - Nicki Minaj;Nicki Minaj;5eqiMMbaeUZ32Q7sS00H35
192560;76;0.596;0.73;9;-4.091;1;0.151;0.24;0;0.325;0.525;85.979;4;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - David Guetta,Afrojack,Bebe Rexha,Nicki Minaj;David Guetta,Afrojack,Bebe Rexha,Nicki Minaj;285HeuLxsngjFn4GGegGNm
275986;84;0.583;0.829;1;-4.603;1;0.134;0.00864;0;0.0426;0.575;174.028;4;Umbrella - Rihanna,JAY-Z;Rihanna,JAY-Z;49FYlytm3dAAraYgpoJZux
226160;2;0.65;0.736;6;-5.84;0;0.229;0.0528;0;0.235;0.613;159.173;4;Side To Side - Ariana Grande,Nicki Minaj;Ariana Grande,Nicki Minaj;1pKeFVVUOPjFsOABub0OaV
258342;83;0.641;0.922;2;-4.457;1;0.0786;0.0291;0;0.0862;0.847;146.078;4;Can't Hold Us (feat. Ray Dalton) - Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Ray Dalton;Macklemore & Ryan Lewis,Macklemore,Ryan Lewis,Ray Dalton;3bidbhpOYeV4knp8AIu8Xn
231986;72;0.546;0.787;7;-4.1;0;0.0517;0.0101;0.00021;0.0809;0.573;79.979;4;Come & Get It - Selena Gomez;Selena Gomez;6LoQHIo74tOzQ8EsLEkhgF
219200;83;0.647;0.8;7;-5.384;1;0.165;0.0647;0;0.334;0.942;160.078;4;Shake It Off - Taylor Swift;Taylor Swift;0cqRj7pUJDkTCEsJkx8snD
233712;88;0.825;0.652;1;-3.183;0;0.0802;0.581;0;0.0931;0.931;95.977;4;Shape of You - Ed Sheeran;Ed Sheeran;7qiZfU4dY1lWllzX7mPBI3
200786;83;0.654;0.76;0;-3.669;0;0.045;0.0797;0;0.299;0.41;99.945;4;Sorry - Justin Bieber;Justin Bieber;09CtPGIpYB4BrO8qb1RGsF
193213;70;0.426;0.584;1;-5.293;1;0.296;0.0383;0;0.188;0.272;193.437;4;Single Ladies (Put a Ring on It) - Beyoncé;Beyoncé;5R9a4t5t5O0IsznsrKPVro
225146;77;0.564;0.71;11;-4.92;0;0.0461;0.00125;0;0.109;0.393;91.972;4;Diamonds - Rihanna;Rihanna;6O20JhBJPePEkBdrB5sqRx
199938;71;0.912;0.716;10;-4.141;0;0.0697;0.0904;0;0.0491;0.377;94.981;4;Fancy - Iggy Azalea,Charli XCX;Iggy Azalea,Charli XCX;3W3KtDwAIg3mAruSpnfG3Q
190185;81;0.674;0.428;7;-9.504;1;0.122;0.121;0;0.132;0.337;84.878;4;Royals - Lorde;Lorde;2dLLR6qlu5UJ5gk0dKz0h3
185351;50;0.608;0.798;6;-5.092;0;0.0432;0.0736;0;0.156;0.501;92.943;4;Cold Water (feat. Justin Bieber & MØ) - Major Lazer,Justin Bieber,MØ;Major Lazer,Justin Bieber,MØ;3Yqsx1OFZqPbULxXPLHlpq
176561;76;0.723;0.809;7;-3.081;0;0.0625;0.00346;0.00123;0.565;0.274;98.007;4;Lean On (feat. MØ & DJ Snake) - Major Lazer,MØ,DJ Snake;Major Lazer,MØ,DJ Snake;2YWjW3wwQIBLNhxWKBQd16
250188;79;0.781;0.853;1;-3.68;0;0.0715;0.0525;0;0.12;0.624;110.049;4;The Monster - Eminem,Rihanna;Eminem,Rihanna;
205680;79;0.845;0.567;5;-8.118;0;0.0956;0.59;0.00142;0.0811;0.793;125.02;4;What Do You Mean? - Justin Bieber;Justin Bieber;4B0JvthVoAAuygILe3n4Bs
230746;76;0.649;0.815;3;-3.796;0;0.0415;0.00125;0.0000431;0.671;0.765;126.03;4;Last Friday Night (T.G.I.F.) - Katy Perry;Katy Perry;455AfCsOhhLPRc68sE01D8
234653;76;0.791;0.754;0;-3.729;1;0.0569;0.00446;0;0.163;0.425;125.014;4;California Gurls - Katy Perry,Snoop Dogg;Katy Perry,Snoop Dogg;6tS3XVuOyu10897O3ae7bi
215226;80;0.734;0.766;1;-4.485;1;0.0383;0.025;0.00138;0.108;0.6;127.986;4;We Found Love - Rihanna,Calvin Harris;Rihanna,Calvin Harris;6qn9YLKt13AGvpq9jfO8py
227880;73;0.638;0.826;8;-4.968;1;0.0479;0.139;0;0.0803;0.649;124.072;4;Firework - Katy Perry;Katy Perry;4lCv7b86sLynZbXhfScfm2
244884;81;0.865;0.521;0;-6.932;1;0.0371;0.548;0.000115;0.0989;0.748;129.059;4;Somebody That I Used To Know - Gotye,Kimbra;Gotye,Kimbra;1qDrWA6lyx8cLECdZE7TV7
269666;84;0.856;0.609;0;-7.223;1;0.0824;0.00801;0.0000815;0.0344;0.928;114.988;4;Uptown Funk (feat. Bruno Mars) - Mark Ronson,Bruno Mars;Mark Ronson,Bruno Mars;32OlwWuMpZ6b0aN2RZOeMS
221360;82;0.53;0.422;5;-6.262;1;0.0342;0.407;0;0.107;0.349;119.964;4;Wrecking Ball - Miley Cyrus;Miley Cyrus;2vwlzO0Qp8kfEtzTsCXfyE
215160;47;0.537;0.866;11;-3.08;0;0.0445;0.000308;0.00000144;0.382;0.412;126.003;4;So What - P!nk;P!nk;4LyvsPgJtjUQQtw0FJ6Jys
289133;83;0.743;0.766;0;-6.375;1;0.0265;0.0873;0;0.509;0.61;127.96;4;I Gotta Feeling - Black Eyed Peas;Black Eyed Peas;4kLLWz7srcuLKA7Et40PQR
320546;71;0.583;0.768;9;-6.477;1;0.041;0.000323;0.0162;0.109;0.357;127.952;4;The Edge Of Glory - Lady Gaga;Lady Gaga;57F80059mWaWFvWG3tBTbO
186813;81;0.448;0.784;9;-3.686;1;0.0627;0.106;0.000108;0.668;0.236;136.245;4;Radioactive - Imagine Dragons;Imagine Dragons;62yJjFtgkhUrXktIoSjgP2
222160;83;0.631;0.927;9;-2.787;0;0.0332;0.199;0.119;0.148;0.465;123.962;4;This Is What You Came For - Calvin Harris,Rihanna;Calvin Harris,Rihanna;0azC730Exh71aQlOt9Zj3y
244960;86;0.748;0.524;8;-5.599;1;0.0338;0.414;0;0.111;0.661;95.01;4;Closer - The Chainsmokers,Halsey;The Chainsmokers,Halsey;7BKLCZ1jbUBVqRi2FVlTVw
204160;83;0.581;0.963;11;-4.087;1;0.0981;0.0295;0;0.139;0.788;129.992;4;Timber (feat. Ke$ha) - Pitbull,Kesha;Pitbull,Kesha;3cHyrEgdyYRjgJKSOiOtcS
211920;79;0.711;0.7;1;-4.805;0;0.046;0.00498;0.000125;0.215;0.801;128.001;4;Die Young - Kesha;Kesha;7EQGXaVSyEDsCWKmUcfpLk
245040;82;0.604;0.787;0;-3.674;0;0.103;0.0679;0.15;0.127;0.301;126.062;4;Titanium (feat. Sia) - David Guetta,Sia;David Guetta,Sia;0TDLuuLlV54CkRRUOahJb4
227760;69;0.719;0.804;10;-4.581;1;0.0355;0.0132;0.00000302;0.139;0.605;119.999;4;Teenage Dream - Katy Perry;Katy Perry;55qBw1900pZKfXJ6Q9A2Lc
198466;0;0.698;0.844;7;-4.549;0;0.067;0.0577;0.0000169;0.105;0.446;126.937;4;Glad You Came - The Wanted;The Wanted;1OXfWI3FQMdsKKC6lkvzSx
198053;0;0.729;0.771;4;-2.451;1;0.0725;0.00761;0;0.087;0.873;125.011;4;What Makes You Beautiful - One Direction;One Direction;3SPDQfj2UfWq6A2NllZnzn
199480;65;0.707;0.861;7;-4.225;1;0.316;0.1;0;0.191;0.795;130.021;4;Sexy And I Know It - LMFAO;LMFAO;0obBFrPYkSoBJbvHfUIhkv
248133;58;0.706;0.89;1;-4.444;0;0.0688;0.0588;0.00286;0.306;0.684;128.011;4;Good Feeling - Flo Rida;Flo Rida;3NcO4jGK1Opb5ea0mYLpxb
172306;0;0.719;0.553;10;-6.043;0;0.0694;0.0386;0.00387;0.135;0.316;96.974;4;Boyfriend - Justin Bieber;Justin Bieber;0V1bCU82tmXL8Z11JoRvyg
263360;0;0.741;0.727;5;-4.174;0;0.151;0.0205;0;0.264;0.37;130.023;4;Party Rock Anthem - LMFAO,Lauren Bennett,GoonRock;LMFAO,Lauren Bennett,GoonRock;70dWrqAp30TmWeibQkn0i7
219840;73;0.806;0.608;1;-7.008;1;0.0659;0.0113;0;0.635;0.849;95.049;4;Don't - Ed Sheeran;Ed Sheeran;1huvTbEYtgltjQRXzrNKGi
189973;0;0.742;0.713;1;-5.522;0;0.0303;0.0205;0;0.059;0.879;120.032;4;Maps - Maroon 5;Maroon 5;71ywEs45ClmTNRiaJ7YEsr
223546;80;0.671;0.771;7;-4.821;0;0.0316;0.00492;0.00000728;0.354;0.436;90.003;4;Roar - Katy Perry;Katy Perry;27tNWlhdAryQY04Gb2ZhUI
202066;83;0.652;0.698;10;-4.667;0;0.042;0.00112;0.000115;0.0886;0.47;96.021;4;Party In The U.S.A. - Miley Cyrus;Miley Cyrus;3E7dfMvvCLUddWissuqMwr
177685;71;0.76;0.652;6;-7.321;1;0.232;0.0348;0;0.307;0.759;100.315;4;Talk Dirty (feat. 2 Chainz) - Jason Derulo,2 Chainz;Jason Derulo,2 Chainz;5l3CML2OnzfNs5RfVgbcLt
202626;71;0.766;0.873;11;-6.381;0;0.143;0.00627;0;0.0764;0.743;126.988;4;Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) - Shakira,Freshlyground;Shakira,Freshlyground;2Cd9iWfcOpGDHLz6tVA3G4
247426;87;0.532;0.783;2;-5.697;1;0.0523;0.0038;0.0012;0.161;0.643;124.08;4;Wake Me Up - Avicii;Avicii;0nrRP2bk19rLc0orkWPQk2
234506;72;0.695;0.869;8;-5.066;1;0.0483;0.41;0;0.237;0.58;124.989;4;I Need Your Love (feat. Ellie Goulding) - Calvin Harris,Ellie Goulding;Calvin Harris,Ellie Goulding;05SBRd4fXgn8FX7bf8BCAE
284866;80;0.73;0.777;3;-5.194;0;0.0496;0.105;0.000478;0.0691;0.575;130;4;On The Floor - Jennifer Lopez,Pitbull;Jennifer Lopez,Pitbull;3C0nOe05EIt1390bVABLyN
157152;70;0.711;0.906;8;-2.671;1;0.0284;0.00952;0.0000164;0.153;0.824;125.916;4;I Love It (feat. Charli XCX) - Icona Pop,Charli XCX;Icona Pop,Charli XCX;2U8NXPTXZWG2O0ye2sYRiH
208306;75;0.762;0.692;5;-3.973;0;0.0438;0.113;0;0.094;0.397;114.906;4;Paparazzi - Lady Gaga;Lady Gaga;02XnQdf7sipaKBBHixz3Zp
231240;80;0.613;0.622;1;-5.794;0;0.0334;0.00882;0;0.37;0.484;80.003;4;We Can't Stop - Miley Cyrus;Miley Cyrus;2y4lAQpi5VTNLu2ldeTdUH
210840;79;0.504;0.785;8;-4.802;1;0.104;0.0738;0;0.239;0.502;173.968;4;Heart Attack - Demi Lovato;Demi Lovato;1V6gIisPpYqgFeWbMLI0bA
260253;76;0.587;0.828;11;-5.108;1;0.161;0.00327;0;0.331;0.494;123.907;4;Born This Way - Lady Gaga;Lady Gaga;30XU4suKzCeoCK9YFzdufg
206373;71;0.603;0.872;5;-5.404;0;0.0792;0.0213;0;0.366;0.691;150.104;4;E.T. - Katy Perry;Katy Perry;4z8ssgZfs5TzKiO8HaGWXO
236093;73;0.732;0.899;0;-4.237;1;0.143;0.00496;0.0000464;0.372;0.759;127.091;4;Run the World (Girls) - Beyoncé;Beyoncé;1uXbwHHfgsXcUKfSZw5ZJ0
215042;65;0.719;0.674;11;-5.122;1;0.0681;0.0879;0.00000375;0.112;0.843;125.98;4;Birthday - Katy Perry;Katy Perry;2xLOMHjkOK8nzxJ4r6yOKR
212960;78;0.414;0.857;0;-4.078;0;0.0808;0.0287;0.00574;0.343;0.348;128.024;4;Blame (feat. John Newman) - Calvin Harris,John Newman;Calvin Harris,John Newman;07nH4ifBxUB4lZcsf44Brn
169866;60;0.659;0.911;4;-2.28;1;0.0786;0.154;0.000304;0.191;0.576;91.999;4;Boom Clap - Charli XCX;Charli XCX;094RugjgLW6CdPLOJctBZ3
216120;81;0.399;0.787;1;-2.88;1;0.0499;0.0197;0.0000607;0.0685;0.572;117.089;5;Chandelier - Sia;Sia;4VrWlk8IQxevMvERoX08iC
227266;80;0.646;0.823;2;-4.123;0;0.0394;0.213;0;0.322;0.418;128.035;4;Outside (feat. Ellie Goulding) - Calvin Harris,Ellie Goulding;Calvin Harris,Ellie Goulding;7MmG8p0F9N3C4AXdK6o6Eb
227833;74;0.799;0.586;11;-6.735;1;0.0377;0.162;0.00000203;0.193;0.549;120.97;4;Rather Be (feat. Jess Glynne) - Clean Bandit,Jess Glynne;Clean Bandit,Jess Glynne;61dCUoMCg28qEBzrW6htYM
222500;69;0.492;0.857;7;-2.634;1;0.0655;0.0841;0.00000782;0.344;0.393;129.973;4;She Wolf (Falling to Pieces) [feat. Sia] - David Guetta,Sia;Justin Bieber,Nicki Minaj;190jyVPHYjAqEaOGmMzdyk
252306;83;0.671;0.939;8;-3.206;1;0.161;0.191;0;0.298;0.53;129.024;4;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer) - Pitbull,Ne-Yo,Afrojack,Nayer;Pitbull,Ne-Yo,Afrojack,Nayer;4QNpBfC0zvjKqPJcyqBy9W
218093;86;0.778;0.824;10;-5.892;0;0.0707;0.284;0;0.405;0.758;100.024;4;Hips Don't Lie (feat. Wyclef Jean) - Shakira,Wyclef Jean;Shakira,Wyclef Jean;3ZFTkvIE7kyPt6Nu3PEa7V
196160;77;0.794;0.832;1;-4.862;0;0.0407;0.237;0.0000114;0.203;0.871;107.657;4;Whenever, Wherever - Shakira;Shakira;2lnzGkdtDj5mtlcOW2yRtG
211066;80;0.759;0.699;0;-5.745;0;0.0307;0.202;0.000131;0.443;0.907;92.96;4;...Baby One More Time - Britney Spears;Britney Spears;3MjUtNVVq3C8Fn0MP3zhXa
225373;79;0.762;0.661;1;-6.075;0;0.0687;0.15;0;0.256;0.769;130.009;4;Beautiful Girls - Sean Kingston;Sean Kingston;1hGy2eLcmC8eKx7qr1tOqx
229360;59;0.938;0.735;7;-6.382;1;0.0434;0.00952;0;0.0998;0.55;103.7;4;Beep - The Pussycat Dolls,will.i.am;The Pussycat Dolls,will.i.am;6GHMJJjpoqiBnw3wgSplL7
172053;0;0.752;0.832;10;-3.243;1;0.0971;0.0833;0.000265;0.424;0.534;120.003;4;Blah Blah Blah (feat. 3OH!3) - Kesha,3OH!3;Kesha,3OH!3;7jmqSz6yTrGWI1kNqNYI28
210266;43;0.659;0.937;9;-3.832;0;0.118;0.0345;0.00326;0.0916;0.886;186.017;4;Brilha La Luna - Rouge;Rouge;6yECpoXqqn0cJYl5zC9Gwy
196666;56;0.684;0.963;8;-2.397;1;0.0459;0.092;0.0000627;0.352;0.781;101.078;4;(You Drive Me) Crazy - The Stop Remix! - Britney Spears;Britney Spears;6MPn82FDfOB2frXG2T4lR3
201400;73;0.84;0.476;0;-7.918;1;0.0629;0.0264;0;0.0865;0.767;139.987;4;We Belong Together - Mariah Carey;Mariah Carey;4EI8VuxUuIHKfafU72emqz
204733;0;0.715;0.665;4;-7.736;0;0.0502;0.0996;0;0.224;0.84;78.502;4;Touch My Body - Mariah Carey;Mariah Carey;2H1l4JczUDbiWfQtQElB05
175333;56;0.71;0.935;7;-3.339;0;0.193;0.14;0;0.0593;0.914;145.063;4;Tell Me Something I Don't Know - Selena Gomez & The Scene;Selena Gomez & The Scene;6nhvIZeu7g6OsDCLj1DKLl
220626;5;0.827;0.821;3;-5.864;1;0.0419;0.00748;0.0015;0.115;0.684;122.017;4;Telephone - Lady Gaga,Beyoncé;Lady Gaga,Beyoncé;1IaYWv32nFFMdljBIjMY5T
215200;70;0.729;0.675;5;-5.292;0;0.0286;0.0000414;0.00126;0.0867;0.74;125.036;4;Take It Off - Kesha;Kesha;0WCiI0ddWiu5F2kSHgfw5S
200013;0;0.72;0.861;11;-4.339;1;0.209;0.269;0.00000511;0.601;0.669;126.991;4;Super Bass - Nicki Minaj;Nicki Minaj;2jSwKQBouf0brIcxGfA9CZ
296186;0;0.81;0.714;2;-3.966;1;0.243;0.0637;0;0.237;0.561;112.968;4;Shut Up - Black Eyed Peas;Black Eyed Peas;1v1cw4SFLh1ELs2VRAcJZt
242733;79;0.967;0.583;7;-5.562;0;0.0789;0.0584;0;0.0519;0.964;117;4;SexyBack (feat. Timbaland) - Justin Timberlake,Timbaland;Justin Timberlake,Timbaland;0O45fw2L5vsWpdsOdXwNAR
182306;77;0.706;0.751;9;-6.323;1;0.0708;0.173;0;0.168;0.195;91.031;4;Replay - Iyaz;Iyaz;4E5P1XyAFtrjpiIxkydly4
254120;0;0.622;0.928;2;-2.939;0;0.034;0.00795;0.000252;0.106;0.701;127.992;4;Release Me - Agnes;Agnes;0EMyqiMNDRptenOpbe2mcK
211461;57;0.625;0.955;6;-5.067;1;0.0545;0.0112;0.00654;0.0681;0.968;184.124;4;Ragatanga (Asereje) - Versão Editada - Rouge;Rouge;7aSwDCjueXPEIf3OeZiRFR
215866;0;0.691;0.853;1;-2.528;0;0.0372;0.0631;0.0000713;0.082;0.762;145.999;4;One Time - Justin Bieber;Justin Bieber;3abgbTzYU0h1pCLLgo27ZW
242200;0;0.742;0.468;10;-5.557;0;0.0625;0.0465;0;0.826;0.369;86.443;4;Obsessed - Mariah Carey;Mariah Carey;1HUqbb6nFSZsrK0qXtZdJd
220293;78;0.622;0.807;5;-6.752;0;0.408;0.103;0;0.306;0.892;174.06;4;Mambo No. 5 (a Little Bit of...) - Lou Bega;Lou Bega;6x4tKaOzfNJpEJHySoiJcs
222400;66;0.657;0.941;8;-3.919;0;0.061;0.0476;0;0.0797;0.879;136.202;4;Jai Ho! (You Are My Destiny) - A.R. Rahman,The Pussycat Dolls,Nicole Scherzinger;A.R. Rahman,The Pussycat Dolls,Nicole Scherzinger;7Kpqjspw4Y7HrvItIRcBiW
213306;83;0.689;0.694;6;-5.83;0;0.027;0.257;0;0.148;0.482;99.039;4;I Want It That Way - Backstreet Boys;Backstreet Boys;47BBI51FKFwOMlIiX6m8ya
203600;70;0.847;0.843;5;-3.579;0;0.106;0.415;0.000134;0.107;0.963;110.027;4;I'm a Slave 4 U - Britney Spears;Britney Spears;6ldwfK0yWgTAlmIfuQkTYN
234440;0;0.639;0.836;6;-5.736;1;0.0453;0.00409;0.00669;0.317;0.564;126.979;4;I Don't Know Why - Viale, DJ Ross Radio Edit - Moony;Moony;1hW1PVDhnREzUyPqJY1Abd
287293;60;0.792;0.81;10;-5.198;0;0.0368;0.00609;0.000153;0.224;0.509;108.054;4;Everybody (Backstreet's Back) - Extended Version - Backstreet Boys;;27BJvohzeadNRclYHPV3Gl
202626;0;0.718;0.605;1;-4.24;1;0.0307;0.0443;0;0.0962;0.818;121.236;4;Eenie Meenie - Justin Bieber,Sean Kingston;Justin Bieber,Sean Kingston;1OLJJ3LRsRkin7XLvczaV9
212106;1;0.657;0.695;2;-4.493;1;0.0321;0.0108;0;0.0822;0.683;65.997;4;Down - Jay Sean,Lil Wayne;Jay Sean,Lil Wayne;7LP4Es66zdY7CyjepqmvAg
222160;0;0.666;0.878;7;-2.85;0;0.0973;0.03;0;0.0828;0.669;119.932;4;DJ Got Us Fallin' In Love - Usher,Pitbull;Usher,Pitbull;5tXyNhNcsnn7HbcABntOSf
204760;72;0.736;0.817;8;-4.9;1;0.0407;0.00987;0.00167;0.117;0.653;119.95;4;We R Who We R - Kesha;Kesha;3LUWWox8YYykohBbHUrrxd
199853;71;0.926;0.916;10;-2.221;0;0.0929;0.35;0.00000617;0.0234;0.904;110.007;4;Hollaback Girl - Gwen Stefani;Gwen Stefani;0eqH0ALoDQevq59YcQ53KE
195105;74;0.726;0.931;11;-4.152;0;0.0468;0.0218;0.000283;0.143;0.797;126.976;4;Mr. Saxobeat - Radio Edit - Alexandra Stan;Alexandra Stan;3LWDPEXEaLBRGNLbdcbwBR
244546;59;0.689;0.816;3;-3.951;0;0.178;0.0188;0.00000242;0.181;0.776;127.972;4;All Around The World - Justin Bieber,Ludacris;Justin Bieber,Ludacris;1Mg8vLBYwizu7AuhYQO64V
220893;48;0.663;0.705;6;-6.648;1;0.0349;0.00105;0.00237;0.232;0.459;126.043;4;Take You - Justin Bieber;Justin Bieber;41bV7zvmTbAPinmY1pG4xN
230106;46;0.697;0.705;2;-5.032;1;0.031;0.0094;0.00000709;0.105;0.57;123.217;4;Thought Of You - Justin Bieber;Justin Bieber;2iyW0eOEQ764Dz2sn8ImN9
234493;47;0.689;0.611;11;-7.56;1;0.032;0.00267;0;0.0942;0.228;127.914;4;One Love - Justin Bieber;Justin Bieber;2neyhqdDpRH7LV08C39TFJ
213560;46;0.594;0.879;9;-5.586;0;0.0715;0.126;0.00000632;0.151;0.799;80.994;4;Out Of Town Girl - Justin Bieber;Justin Bieber;0b1L4GuHRY7jLzcMdek3fP
182666;74;0.775;0.825;7;-5.402;1;0.0464;0.0506;0.00000103;0.111;0.95;139.091;4;Lips Are Movin - Meghan Trainor;Meghan Trainor;6gj08XDlv9Duc2fPOxUmVD
185586;0;0.762;0.863;0;-3.689;0;0.0565;0.015;0;0.125;0.965;106.008;4;Troublemaker (feat. Flo Rida) - Olly Murs,Flo Rida;Olly Murs,Flo Rida;4jOtC832PyIXlCVPRElfQu
199946;40;0.731;0.674;0;-5.599;0;0.0452;0.00613;0;0.369;0.305;125.938;4;Trouble for Me - Britney Spears;Britney Spears;6fbb7VBPUjqicVq9XG7s3i
225080;73;0.696;0.734;7;-5.294;1;0.0298;0.0485;0;0.183;0.711;107.987;4;Criminal - Britney Spears;Britney Spears;6T689Jvh5KrSXyaPtUWZtQ
223946;40;0.722;0.622;11;-5.426;0;0.0321;0.0114;0.00000164;0.0664;0.787;122.038;4;Selfish - Britney Spears;Britney Spears;2w3PyJC61SAVM7KR6tyDwF
201066;36;0.651;0.964;11;-4.446;0;0.0507;0.000255;0.00678;0.23;0.783;124.994;4;Don't Keep Me Waiting - Britney Spears;Britney Spears;37nrVLa3bsKIc9c2NChf0h
232666;0;0.616;0.919;5;-3.468;0;0.0401;0.0141;0;0.117;0.572;110.008;4;G.U.Y. - Lady Gaga;Lady Gaga;5ve8saw5u0CbP9fcyNzmxN
211377;52;0.823;0.822;1;-5.323;0;0.0334;0.113;0.0000457;0.0688;0.938;125.026;4;Hard out Here - Lily Allen;Lily Allen;3U3BXlwNTkCx7lW9m1H9RY
211893;48;0.734;0.757;0;-4.978;1;0.0346;0.00163;0;0.0683;0.772;119.959;4;(I Can't) Forget About You - R5;R5;2ec8lRqRv9TcZ3kjWEHyR0
242680;76;0.719;0.847;0;-6.34;0;0.0916;0.00201;0.0204;0.221;0.444;127.963;4;Where Have You Been - Rihanna;Rihanna;5WQQIDU3HRaMyPkob8mpFb
214720;69;0.678;0.933;2;-4.959;1;0.14;0.0734;0;0.0863;0.336;120.572;4;Stockholm Syndrome - One Direction;Zedd,Foxes;60wwxj6Dd9NJlirf84wr2c
187426;75;0.655;0.699;11;-4.421;1;0.0493;0.0352;0;0.064;0.802;86.704;4;History - One Direction;One Direction;0HMjXBAZmSYOTTi33WpMso
184373;77;0.741;0.663;0;-7.308;1;0.0434;0.0608;0;0.0931;0.338;115.013;4;Strong - One Direction;One Direction;3cKM7UXBZmgjEgEBTkaIlU
231920;52;0.825;0.759;0;-3.121;1;0.0427;0.0563;0;0.202;0.942;139.975;4;Peacock - Katy Perry;Katy Perry;0rXw5rWZpOdfeeCbMln8MU
